ID,Drug,SMILES
226,DB01076,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O
227,DB00988,NCCc1ccc(O)c(O)c1
228,DB01167,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
229,DB00555,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
230,DB01235,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
231,DB00875,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
232,DB00334,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1
233,DB00643,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1
234,DB04077,OCC(O)CO
235,DB00495,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
236,DB00834,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
237,DB00470,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21
238,DB00252,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
239,DB00286,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)[O-])cc4CC[C@H]3[C@@H]1CCC2=O.[Na+]
240,DB00863,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
241,DB00455,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
242,DB00914,N=C(N)NC(=N)NCCc1ccccc1
243,DB00482,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
244,DB00549,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12
245,DB00178,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21
246,DB01092,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O
247,DB01393,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O
248,DB01645,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
249,DB03128,CC(=O)OCC[N+](C)(C)C
250,DB01204,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
251,DB00773,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
252,DB00445,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1
253,DB00945,CC(=O)Oc1ccccc1C(=O)O
254,DB01100,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
255,DB00861,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
256,DB00605,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1
257,DB00276,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12
258,DB00640,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
259,DB01177,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O
260,DB01097,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1
261,DB00514,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3
262,DB01115,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
263,DB00530,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
264,DB01623,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
265,DB00328,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
266,DB00672,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
267,DB00368,NC[C@H](O)c1ccc(O)c(O)c1
268,DB01059,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
269,DB00620,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO
270,DB01380,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C
271,DB00618,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12
272,DB01181,O=P1(NCCCl)OCCCN1CCCl
273,DB00993,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12
274,DB00309,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
275,DB01042,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
276,DB00305,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12
277,DB13832,CO[C@H]1O[C@H](CNC(=O)N(CCCl)N=O)[C@@H](O)[C@H](O)[C@H]1O
278,DB00091,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C
279,DB01073,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
280,DB00681,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2
281,DB01068,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1
282,DB00996,NCC1(CC(=O)O)CCCCC1
283,DB00262,O=NN(CCCl)C(=O)NCCCl
284,DB00864,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
285,DB00770,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O
286,DB00909,NS(=O)(=O)Cc1noc2ccccc12
287,DB00926,CCOC(=O)C=C(C)C=CC=C(C)C=Cc1c(C)cc(OC)c(C)c1C
288,DB00181,NCC(CC(=O)O)c1ccc(Cl)cc1
289,DB01008,CS(=O)(=O)OCCCCOS(C)(=O)=O
290,DB01005,NC(=O)NO
291,DB00136,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O
292,DB00794,CCC1(c2ccccc2)C(=O)NCNC1=O
293,DB00916,Cc1ncc([N+](=O)[O-])n1CCO
294,DB00399,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O
295,DB00282,NCCC(O)(P(=O)(O)O)P(=O)(O)O
296,DB01219,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1
297,DB00883,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-]
298,DB14512,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl
299,DB00692,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
300,DB00338,COc1ccc2nc([S+]([O-])Cc3ncc(C)c(OC)c3C)[nH]c2c1
301,DB01101,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F
302,DB01590,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
303,DB01013,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
304,DB00722,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
305,DB00434,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
306,DB01058,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
307,DB01222,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
308,DB00991,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
309,DB03209,O=C(O)c1nc(=O)[nH]c(=O)[nH]1
310,DB00248,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
311,DB06769,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21
312,DB01202,CC[C@@H](C(N)=O)N1CCCC1=O
313,DB01070,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3\C[C@@H](O)CC[C@@H]3C)CCC[C@@]21C
314,DB01039,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
315,DB00776,NC(=O)N1c2ccccc2CC(=O)c2ccccc21
316,DB00717,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
317,DB01197,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O
318,DB01203,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2
319,DB00970,Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O
320,DB00153,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C
321,DB00603,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
322,DB00682,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
323,DB01263,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O
324,DB00381,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl
325,DB00163,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2
326,DB01390,O=C([O-])O.[Na+]
327,DB01210,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O
328,DB12947,C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O
329,DB00727,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]
330,DB00806,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
331,DB00852,CN[C@@H](C)[C@@H](O)c1ccccc1
332,DB09256,O=c1[nH]c(=O)n(C2CCCO2)cc1F
333,DB00444,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
334,DB00230,CC(C)C[C@H](CN)CC(=O)O
335,DB00169,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C
336,DB01029,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
337,DB00359,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
338,DB00851,CN(C)/N=N/c1[nH]cnc1C(N)=O
339,DB00268,CCCN(CCC)CCc1cccc2c1CC(=O)N2
340,DB00394,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C
341,DB00881,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O
342,DB06819,O=C(O)CCCc1ccccc1
343,DB00630,NCCCC(O)(P(=O)(O)O)P(=O)(O)O
344,DB00657,CNC1(C)C2CCC(C2)C1(C)C
345,DB11596,Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O
346,DB01088,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O
347,DB00290,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1c[nH]cn1
348,DB01099,Nc1[nH]c(=O)ncc1F
349,DB00322,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
350,DB00413,CCCN[C@H]1CCc2nc(N)sc2C1
351,DB00585,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
352,DB00448,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1
353,DB00764,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl
354,DB05271,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1
355,DB00035,N=C(N)NCCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
356,DB06791,CC(C)C1NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)C(N)Cc2ccc3ccccc3c2)CSSCC(C(=O)NC(C(N)=O)C(C)O)NC1=O
357,DB00335,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
358,DB00250,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
359,DB00598,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1
360,DB01238,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1
361,DB00588,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
362,DB00492,CCC(=O)O[C@@H](OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C
363,DB06781,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
364,DB01041,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
365,DB01033,S=c1nc[nH]c2nc[nH]c12
366,DB00573,CC(C(=O)O)c1cccc(Oc2ccccc2)c1
367,DB01410,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C
368,DB01066,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1
369,DB02701,NC(=O)c1cccnc1
370,DB00419,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
371,DB00999,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
372,DB01240,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H]2O/C(=C\CCCC(=O)O)C[C@@H]21
373,DB00989,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1
374,DB00911,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
375,DB00846,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
376,DB06151,CC(=O)N[C@@H](CS)C(=O)O
377,DB00427,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1
378,DB01106,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1
379,DB08887,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC
380,DB01275,NNc1nncc2ccccc12
381,DB00014,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O
382,DB00288,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
383,DB00714,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3
384,DB00214,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1
385,DB00121,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
386,DB01071,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2
387,DB00972,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1
388,DB00291,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1
389,DB00816,CC(C)NCC(O)c1cc(O)cc(O)c1
390,DB00552,OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O
391,DB00653,O=S(=O)([O-])[O-].[Mg+2]
392,DB00724,CC(C)Cn1cnc2c(N)nc3ccccc3c21
393,DB01296,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
394,DB00388,CNC[C@H](O)c1cccc(O)c1
395,DB00481,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
396,DB01003,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1
397,DB00146,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)(C)O
398,DB01018,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl
399,DB00960,CC(C)NCC(O)COc1cccc2[nH]ccc12
400,DB00195,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
401,DB00007,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1
402,DB05676,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC
403,DB09053,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
404,DB01186,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
405,DB00521,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2
406,DB08801,CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1
407,DB00884,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O
408,DB14540,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
409,DB00494,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1
410,DB01148,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O
411,DB00524,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
412,DB00273,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1
413,DB08992,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1
414,DB00341,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
415,DB00323,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
416,DB00751,NC1=NCC2c3ccccc3Cc3ccccc3N12
417,DB00540,CNCCC=C1c2ccccc2CCc2ccccc21
418,DB00331,CN(C)C(=N)NC(=N)N
419,DB00745,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1
420,DB04572,S=P(N1CC1)(N1CC1)N1CC1
421,DB00853,Cn1nnc2c(C(N)=O)ncn2c1=O
422,DB00475,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1
423,DB01620,CN(C)CCC(c1ccccc1)c1ccccn1
424,DB00376,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1
425,DB00748,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1
426,DB00928,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
427,DB08933,N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1
428,DB04861,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1
429,DB13399,CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
430,DB00778,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
431,DB00244,Nc1ccc(O)c(C(=O)O)c1
432,DB00392,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21
433,DB00582,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
434,DB00310,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl
435,DB09166,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl
436,DB00580,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1
437,DB00391,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
438,DB01020,O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12
439,DB00691,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O
440,DB11085,Oc1cccc(O)c1
441,DB00719,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1
442,DB00126,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
443,DB01436,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)C)C[C@@H](O)C[C@@H]1O
444,DB03904,NC(N)=O
445,DB00480,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
446,DB01064,CC(C)NCC(O)c1ccc(O)c(O)c1
447,DB00835,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1
448,DB01188,Cc1cc(C2CCCCC2)n(O)c(=O)c1
449,DB00873,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)OCCl
450,DB09074,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1
451,DB00190,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O
452,DB08906,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF
453,DB00567,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1
454,DB01146,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1
455,DB01173,Cc1ccccc1C(OCCN(C)C)c1ccccc1
456,DB01144,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1
457,DB00424,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)[C@H](CO)c1ccccc1)C2
